class,lower,variants,rep_word,rep_voca_id,merge_voca_ids,rep_meanings,merge_meanings,rep_examples,merge_examples,merge_book_maps
llm-proper,jerry,jerry | Jerry,Jerry,30145,5427,① 독일인 ② 육체 노동자 ③ 철도 선로공 / 이름,독일인 / 육체 노동자 / 철도 선로공,0,1,1
llm-proper,jessica,jessica | Jessica,Jessica,50038,28952,이름,,0,0,2
llm-sense,jig,JIG | jig,jig,30668,28006,지그 / 지그를 쓰다 / 흑인,보조기구,0,0,1
llm-proper,jill,jill | Jill,Jill,50180,30566,이름,여자 이름 / 소녀 / 젊은 여자,0,0,1
llm-proper,jim,jim | Jim,Jim,50048,44620,이름,남자 이름 / 못쓰게 만들다,0,0,2
llm-proper,joe,joe | Joe,Joe,50067,12892,이름,녀석 / 병사 / 남자 이름,0,1,4
llm-proper,john,john | John,John,50002,5205,이름,요한복음 / 요한의 편지 / 세례 요한,0,0,4
llm-proper,johnny,johnny | Johnny,Johnny,50144,18349,이름,녀석 / 놈 / 짧은 가운,0,0,2
llm-sense,join,join | Join,join,387,30819,참여하다 / 가입하다 / 합치다 / 잇다 / 만나다 / 동참하다 / ~에 가입하다 / 연결하다,결합하다 / 가입하다,2,0,1
llm-proper,josh,josh | Josh,Josh,50059,12803,이름,놀리다 / 농담하다 / 남자이름,0,0,3
llm-sense,judaism,judaism | Judaism,judaism,27562,40885,유대교 / 유대 정신 / 유대인,유대교 / 유대주의,0,0,2
llm-proper,julia,julia | Julia,Julia,50120,28808,이름,여자이름,0,0,2
llm-proper,karen,karen | Karen,Karen,50077,10606,이름,카렌족 / 카렌어 / 여자 이름,0,0,4
llm-proper,kate,kate | Kate,Kate,49389,37698,케이트 / 이름,여자 이름,0,0,2
llm-proper,kelly,kelly | Kelly,Kelly,50241,28453,이름,켈리 / 캘리,0,0,1
llm-proper,kevin,kevin | Kevin,Kevin,50044,29477,이름,남자 이름,0,0,2
llm-proper,kim,kim | Kim,Kim,49950,45341,이름,남자 이름 / 여자 이름 / 킴,0,0,2
llm-proper,lack,lack | Lack,Lack,30818,1053,"""부족"" / ""부족하다""",부족 / …이 없다 / 결핍 / 부재 / 모자라다,0,2,316
llm-sense,landscape,landscape | Landscape,landscape,4429,30817,경관 / 풍경 / 지형 / 조경 / 지역,경치 / 풍경 / 조경,3,0,1
llm-proper,larry,larry | Larry,Larry,50100,7499,이름,래리,0,1,6
llm-sense,last,last | Last,last,1780,30815,지속하다 / 지난 / 마지막의 / 지속되다 / 최종의 / 끝,지속되다 / 계속하다 / 최후의,3,0,2
llm-sense,latin,latin | Latin,latin,2490,36188,라틴의 / 라틴어,라틴계의 / 고대 로마언어,2,0,2
llm-sense,launch,launch | Launch,launch,1740,29804,발사하다 / 시작하다 / 출시하다 / 발표 / 개시하다,분명히하다 / 시작하다 / 출시하다,2,0,2
llm-sense,leap,leap | Leap,leap,1924,36148,도약하다 / 건너 뛰다 / 상승하다 / 발전하다 / 자살하다 / 뛰다,껑충뛰다. 도약하다 / 뛰어오르다,2,0,2
llm-sense,lease,lease | Lease,lease,7950,30814,임대하다 / 리스 / 임대 계약서 / 대여하다 / 민간자본유치사업 / 임대 계약,"""임대차계약"" / ""임대하다"" / ""임차하다"" / ""차용계약""",2,0,1
llm-proper,lee,lee | Lee,Lee,50131,23046,이름,바람 불어가는 쪽,0,2,22
llm-sense,lengthy,lengthy | Lengthy,lengthy,2288,30813,오랜 / 긴,긴 / 장황한,2,0,1
llm-proper,letterhead,letterhead | Letterhead,Letterhead,30458,26744,① 편지지의 윗머리에 인쇄한 개인·회사 등의 주소·이름 등 ② 1이 인쇄된 편지지,편지지의 윗머리에 인쇄한 개인·회사 등의 주소·이름 등 / 1이 인쇄된 편지지 / 레터헤드,0,0,19
llm-sense,letters,Letters | letters,letters,50170,27780,문학 / 문서,서신,0,0,1
llm-sense,liable,liable | Liable,liable,2482,30811,…해야 할 / 책임 있는 / …하기 쉬운 / 여지가 있는,책임이있는,2,0,1
llm-sense,like-minded,like-minded | LIKE-MINDED,like-minded,39075,40110,취향이나 이견이 비슷한 / 생각(뜻)이 비슷한,취향이나 의견이 비슷한,0,0,1
llm-sense,likely,likely | Likely,likely,307,30809,가능성 있는 / 할 것 같은 / …할 듯한 / 아마 / ~할 것 같은,~할 가능성이 있는,2,0,1
llm-proper,lily,lily | Lily,Lily,50228,4436,이름,백합 / 수련 / 릴리 / 은방울꽃,0,2,33
llm-sense,limited,limited | Limited,limited,1853,30808,한정된 / 제한을 받은 / 특별 급행 열차,제한된,2,0,1
llm-sense,listing,listing | Listing,listing,7946,30807,표 작성 / 일람표에의 기재 / 변폭 / 목록 / 리스트,명부에 기재 / 기입,1,0,1
llm-proper,liz,liz | Liz,Liz,50083,36985,이름,여자 이름,0,0,1
llm-sense,long,long | Long,long,283,36162,긴 / 오래 / 오랫동안 / 장거리의 / 오랜 / 갈망하다,긴 / 오랜. 간절히바라다 / 열망하다.,2,0,1
llm-sense,lure,lure | Lure,lure,6757,33015,유혹하다 / 유치하다 / 끌어들이다,유혹하다 / 마음을 끄는 것 / 미끼,2,0,1
llm-proper,mac,mac | Mac,Mac,50087,44927,이름,남자 이름 / 맥 / 이봐,0,1,2
llm-sense,machiavellism,Machiavellism | machiavellism,machiavellism,46863,33137,마키아벨리주의,권모술수주의,0,0,1
llm-sense,makeup,makeup | Makeup,makeup,4422,48410,구성,화장하다,2,0,1
llm-proper,malcolm,malcolm | Malcolm,Malcolm,50133,49648,이름,남자 이름 / 맬컴,0,0,1
llm-sense,manifest,manifest | Manifest | manifest,manifest,6752,"30099,52428",분명한 / 명백한 / 나타나다 / 승객 명단 / 분명하게 하다 / 매니페스트 / 명백히 하다 / 감정을 드러내다,① 나타나다 ② 승객 명단 ③ 분명하게 하다 ④ 매니페스트 / 나타내다 / 분명한,2,0,2
llm-proper,mark,mark | Mark,Mark,30322,245,① 마크 ② 기념하다 ③ 표시 ④ 기록 ⑤ 흔적 / 이름,마크 / 표시 / 기록 / 기념하다 / 흔적 / 정정 / 점수,0,2,172
llm-proper,martin,martin | Martin,Martin,50211,10353,이름,마틴 / 마르틴 / 마르탱,0,0,5
llm-proper,mary,mary | Mary,Mary,50064,18374,이름,메리 / 마리아 / 매리 / 마리,0,0,6
llm-proper,mason,mason | Mason,Mason,30050,17362,① 석공 ② 벽돌공 ③ 남자 이름,석공,0,0,18
llm-sense,mater,Mater | mater,mater,30543,30018,모교 / 출신학교 / 메이터,① 엄마 ② 어머니 ③ 뇌막,0,0,1
llm-sense,matter-of-fact,matter-of-fact | MATTER-OF-FACT,matter-of-fact,39074,40109,현실적인,현실적인 / 실질적인,0,0,1
llm-sense,measuring,measuring | Measuring,measuring,29183,47113,계측용의,측정,0,0,1
llm-sense,media,Media | media,media,51538,27744,미디어,대중매체 / 미디어,1,0,2
llm-sense,meeting,meeting | Meeting,meeting,1381,37700,회의 / 만남 / 집회 / 미팅 / 충족하는 / 모임,음~~.,2,0,1
llm-sense,mend,mend | Mend,mend,2657,29802,개선하다 / 고치다 / 낫다,수리하다,2,0,1
llm-proper,michael,michael | Michael,Michael,30166,4100,① 남자 이름 ② 대천사 미가엘 ③ 천사장 미가엘 / 이름,남자 이름 / 대천사 미카엘 / 천사장 미카엘,0,0,3
llm-proper,michelle,Michelle | michelle,Michelle,50193,50515,이름,미셸 / 미쉘 / 미셀 / 미첼 / 미셜,0,0,1
llm-proper,mike,mike | Mike,Mike,29978,5453,① 게으름 피우기 ② 마이크 ③ 현미경 / 이름,게으름 피우기 / 마이크 / 현미경,0,2,6
llm-sense,mindful,mindful | Mindful,mindful,11564,29823,주의하는 / 염두에 두는 / 신경을 쓰는,유념하는 / ① 주의하는 ② 염두에 두는 ③ 신경을 쓰는,2,0,2
llm-sense,miss,miss | Miss,miss,108,37458,놓치다 / 그리워하다 / 미스 / 실종되다 / 빼먹다 / 그립다,실수,2,0,1
llm-sense,mitigate,mitigate | Mitigate,mitigate,6746,33004,경감하다 / 완화하다 / 줄이다 / 저감 / 경감 / 감소 / 누그러뜨리다,누그러뜨리다 / 가볍게 하다 / 완화시키다,2,0,1
llm-sense,mogul,mogul | Mogul,mogul,14462,38460,거물 / 중요 인물 / 무굴인,거물 / 실력자,1,0,1
llm-proper,molly,molly | Molly,Molly,50079,35204,이름,여자 이름 / 대형 바다새의 총칭 / 미국 남부산의 송사리 비슷한 난태생 담수어,0,0,2
llm-proper,monica,monica | Monica,Monica,50178,49371,이름,여자 이름,0,0,1
llm-sense,moroccan,moroccan | Moroccan,moroccan,9694,36612,모로코의 / 모로코인 / 모로코 사람,모로코 사람 / 모로코 언어,0,0,1
llm-sense,mrs,mrs | Mrs,mrs,5388,35027,…부인 / 미세스,① …부인 ② 미세스 / 여인의 성 / 성명 앞에 붙이는 경칭(공경하는 뜻으로 부르는 칭호),2,0,2
llm-sense,ms,ms | Ms,ms,5340,35026,…씨 / 부인 / 다발성경화증 / 초속 미터 / 석사학위,① …씨 ② 부인 ③ 석사학위 ④ 다발성경화증 / 결혼전 젊은 여자의 호칭,0,0,2
llm-sense,muslim,muslim | Muslim,muslim,25725,33474,이슬람교의 / 이슬람교도 / 무슬림,이슬람교도 / 이슬람교도(의) / 회교도 / 이슬람교의 / 회교의,0,0,5
llm-proper,nancy,nancy | Nancy,Nancy,50153,37438,이름,여자 이름 / 여자 같은 남자 / 남성 동성애자,0,0,2
llm-proper,nationality,nationality | Nationality,Nationality,30037,4173,① 국적 ② 국가 ③ 국민,국적 / 국가 / 국민,0,2,89
llm-sense,nonfiction,nonfiction | Nonfiction,nonfiction,21912,48417,논픽션 / 전기·역사·에세이 등 / 논픽션 작품,소설.이야기,0,0,1
llm-sense,november,november | November,november,7920,41023,11월,11월 / 동짓달 / 동지달,0,0,6
llm-sense,october,october | October,october,7919,35727,10월,10월 / 상달 / 10월(본래 8월),1,0,6
llm-sense,offend,offend | Offend,offend,3157,29826,기분이 상하다 / 불쾌하게 하다 / 성나게 하다 / 위반하다 / 해치다 / 기분 상하게 하다,기분나쁘게하다,2,0,1
llm-sense,offensive,offensive | Offensive,offensive,3496,36256,공격 / 모욕적인 / 불쾌한,불쾌하게만드는,2,0,1
llm-sense,ok,ok | OK,ok,2303,26946,좋은 / 알았어 / 괜찮은 / 됐어 / 예,좋아 / ① 괜찮은 ② 좋은 ③ 알았어 ④ 됐어 ⑤ 그래 / 오케이,2,0,3
llm-sense,once,once | Once,once,3491,45601,한 번 / 한때 / 일단 / 옛날 / 언젠가 / 일단 ~하면,한번 / 이전에 / 한번~하면,2,0,1
llm-sense,origin,origin | Origin,origin,4398,29832,기원 / 태생 / 유래 / 원인 / 시작,근원,2,0,1
llm-sense,ostensible,ostensible | Ostensible,ostensible,10787,34544,표면상의 / 겉보기만의 / 표면만의,겉으로만 그럴 듯한,1,0,1
llm-sense,overlooker,Overlooker | overlooker,overlooker,42962,40178,감독 / 감독자 / 반장,조장,0,0,1
llm-proper,paul,paul | Paul,Paul,50001,30484,이름,폴 / 바오로 / 파울 / 바울로,0,0,7
llm-sense,pentecost,pentecost | Pentecost,pentecost,28252,50393,성령 강림절 / 부활절 뒤 7번째 일요일 / 수확절,오순절,0,0,1
llm-sense,perceptual,perceptual | Perceptual,perceptual,15843,50352,지각의,지각의 / 지각있는,2,0,1
llm-sense,perfect,perfect | Perfect,perfect,1279,37495,완벽한 / 완전한 / 최적의 / 퍼펙트 / 이상적인,완전한 / 완료 시제,2,0,1
llm-sense,performance,performance | Performance | performance | performance | performance,performance,1013,"37347,52188,52229,52277",성능 / 성과 / 수행 / 공연 / 실적 / 이행,연주 / 성과 / 수행 / 공연,2,0,4
llm-sense,personnel,personnel | Personnel,personnel,9364,27777,인력 / 사람들 / 직원 / 인원 / 요원 / [자체가 복수형] 직원들 / 담당자들,인사,3,0,1
llm-sense,persuade,persuade | Persuade,persuade,1787,36172,설득하다 / 하게 만들다 / 납득시키다 / 기대하다 / 종용하다,석득하다. 설득하여~시키다,2,0,1
llm-sense,perturb,perturb | Perturb,perturb,19322,32995,혼란시키다 / …을 당황하게 하다 / 교란하다,혼란시키다 / …을 당황하게 하다 / 뒤흔들어놓다,0,0,1
llm-proper,pete,pete | Pete,Pete,50124,34979,이름,남자 이름 / 금고,0,0,3
llm-proper,peter,peter | Peter,Peter,30469,17589,① 남자 이름 ② 금고 ③ 점차 가늘어지다 / 이름,남자 이름 / 금고 / 점차 가늘어지다,0,0,21
llm-proper,phil,phil | Phil,Phil,49956,38487,이름,남자이름 / 「…에 친화적인」 「…에 편드는」의 뜻 / 「…을 좋아하는 사람」 「…에 친화력을 가진 물질」의 뜻,0,0,2
llm-proper,philip,philip | Philip,Philip,50072,45757,이름,남자 이름,0,0,1
llm-sense,philistine,philistine | Philistine,philistine,21166,38440,속물 / 교양 없는 / 실리주의자,필리스틴 사람 / 속물 / 실리주의자 2 잔인한 원수 3 필리스틴 사람의,0,0,1
llm-sense,posture,posture | Posture,posture,12217,28025,자세 / 태세 / 배치하다 / 태도 / 몸의 위치,자세 / 포즈[명사 / 타동사,2,0,1
llm-sense,potable,potable | Potable,potable,17895,36151,상수 / 식수 / 마실수있는,마시기에적합한,1,0,1
llm-sense,profitable,profitable | Profitable,profitable,2131,29811,수익성이 좋은 / 이익이 되는 / 이윤을 내는 / 돈벌이가 되는 / 도움이 되는,수익성있는,2,0,1
llm-sense,prosperous,prosperous | Prosperous,prosperous,12355,29837,번영하는 / 성공한,번창한,2,0,1
llm-proper,proteus,proteus | Proteus,Proteus,49965,47353,이름,자유 자재로 변하는 모습과 예언력을 가진 해신 / 프로테우스,0,0,2
llm-sense,provoke,provoke | Provoke,provoke,1454,36248,자극하다 / 일으키다 / 유발하다 / 도발하다 / 촉발시키다,성나게 하다,2,0,1
llm-sense,puritan,puritan | Puritan,puritan,17855,34854,청교도 / 엄격주의자 / 퓨리턴,청교도 / 청도교,1,0,4
llm-proper,rachel,rachel | Rachel,Rachel,50186,45753,이름,여자 이름 / 살빛 / 라헬,0,0,1
llm-proper,randy,randy | Randy,Randy,49979,27350,이름,남자 이름 / 난잡한 / 떠들썩한,0,0,6
llm-sense,reap,reap | Reap,reap,6363,36149,이익을 얻다 / 거둬들이다,수확하다. 베어들이다. 거두어들이다,2,0,1
llm-sense,redeemable,redeemable | Redeemable,redeemable,2738,45586,상환할 수 있는 / 다시 사들일 수 있는 / 환급 가능한,상환할 수 있는 / 다시 사들일 수 있는 / 보상이 가능한,0,0,1
llm-sense,refreshing,refreshing | Refreshing,refreshing,3113,29848,상쾌한 / 심신을 상쾌하게 하는 / 기운이 나게 하는 / 새롭게 하는,기운나게하는,2,0,1
llm-sense,relegate,relegate | Relegate | relegate,relegate,4654,"33011,52034",좌천시키다 / …을 내려앉히다 / 이관하다 / 격하시키다 / (덜 중요한 위치로) 밀쳐 버리다 / 강등시키다 / 내려보내다,좌천시키다 / 보다 하위 리그로 강등시키다 / 위임하다 / 격하시키다 / (낮은 위치로) 밀쳐버리다,2,0,2
llm-sense,remit,remit | Remit,remit,6716,33009,송금하다 / 면제하다 / 보내다,면제하다 / 사건 기록의 이송 / 검토 과제,2,0,1
llm-sense,restore,restore | Restore | restore,restore,1647,"29818,52397",회복하다 / 복원하다 / 되찾다 / 되돌리다 / 재건하다,복원하다 / 복구하다 / 회복시키다,2,0,2
llm-sense,restrict,restrict | Restrict | restrict,restrict,1650,"29809,52474",제한하다 / 규제 / 금지하다 / 제약 / 통제,제한하다 / 한정하다,2,0,2
llm-proper,rex,rex | Rex,Rex,50173,3240,이름,왕 / 국왕 / 짧은 털의 변이종,0,0,4
llm-sense,rhyme,rhyme | Rhyme,rhyme,16269,30466,운을 맞추다 / 운문 / 랩,① 운을 맞추다 ② 랩 ③ 운문 / 라임,2,0,2
llm-proper,rick,rick | Rick,Rick,50018,12957,이름,남자 이름 / 건초의 가리 / 쌓아올리다,0,0,2
llm-proper,robert,robert | Robert,Robert,49973,43688,이름,남자 이름 / 로버트,0,0,1
llm-proper,roger,roger | Roger,Roger,50118,26169,이름,로저 / 알았다 / 좋아,0,0,11
llm-proper,rose,rose | Rose,Rose,50019,4963,이름,올랐다 / 장미 / 로즈,0,2,72
llm-proper,ross,ross | Ross,Ross,50013,12956,이름,남자 이름 / 나무 껍질을 벗기다 / 꺼칠꺼칠한 외피,0,0,2
llm-proper,royal,royal | Royal,Royal,30323,344,① 왕실의 ② 로열 ③ 왕족,왕실의 / 로열 / 왕족,0,2,115
llm-sense,russian,russian | Russian,russian,1981,36611,러시아의 / 러시아어 / 러시아인의,러시아 사람 / 러시아 언어 / 러시아 인 / 러시아 어,2,0,2
llm-sense,salaries,Salaries | salaries,salaries,49372,27773,급여,봉급,0,0,1
llm-proper,sally,sally | Sally,Sally,30474,22508,① 반격 ② 출격 ③ 여자 이름 / 샐리 / 이름,반격 / 출격 / 여자 이름,0,2,26
llm-proper,sarah,sarah | Sarah,Sarah,50248,32963,이름,사라 / 세라 / 새러 / 새라,0,0,8
llm-proper,scant,scant | Scant,Scant,48561,18485,부족한 인색하게 굴다,거의 없는 / 줄이다 / 빈약한 / 부족한,0,3,92
llm-proper,scott,scott | Scott,Scott,50192,8688,이름,스콧 / 남자 이름,0,0,4
llm-proper,sean,sean | Sean,Sean,50130,44450,이름,남자 이름,0,0,1
llm-proper,seth,seth | Seth,Seth,50220,34863,이름,세스,0,0,2
llm-proper,sharon,sharon | Sharon,Sharon,50070,18339,이름,샤론 / 섀런 / 셰론 / 무궁화,0,0,3
llm-sense,shipment,shipment | Shipment,shipment,11186,30433,배송 / 선적량 / 출하 / 수송 / 운반,① 선적 ② 발송 ③ 적재,0,0,1
llm-sense,shipping,shipping | Shipping,shipping,24154,27769,선적 / 선박 톤수 / 해운업,운송,2,0,1
llm-sense,shout,shout | Shout,shout,1763,37453,외치다 / 소리지르다 / 큰 소리 / 고함치다 / 외침,소리치다,2,0,1
llm-sense,shut,shut | Shut,shut,1784,48223,폐쇄하다 / 닫다 / 차단하다 / 막다 / 다물다,가두다,2,0,1
llm-sense,silvery,silvery | Silvery,silvery,23696,37352,은백색의 / 은빛나는 / 은색,맑은,2,0,1
llm-proper,simon,simon | Simon,Simon,50060,45748,이름,남자 이름 / 끌려다니는 사람 / 시몬,0,0,1
llm-sense,since,since | Since,since,3254,45598,…이후 / …때부터 / …이래 / 그 후 / ~이래로,"""~이래"" / ""~때문에"" / ""~이후"" / ""~한 까닭에"" / ""그 후""",2,0,1
llm-proper,smith,smith | Smith,Smith,29920,10346,① 금속 세공인 ② 대장장이 ③ 스미스 / 이름,금속 세공인,0,0,12
llm-sense,so,so | So,so,3394,37175,그래서 / 그렇게 / 그렇다면 / 그러니 / 따라서,그래서 / 그렇게 / 그렇다면 / 따라서 / 그러므로,2,0,1
llm-sense,sora,sora | Sora,sora,28957,49386,쇠뜸부기의 일종,소라,0,0,1
llm-sense,spartan,spartan | Spartan,spartan,21953,43994,스파르타의 / 스파르타인 같은 기질의 사람 / 스파르타인의,삼가는 / 절제하는,2,0,1
llm-sense,specifications,Specifications | specifications,specifications,30750,27763,설명서,명세서,0,0,1
llm-proper,stephen,stephen | Stephen,Stephen,50115,31625,이름,남자 이름 / 스티븐,0,0,2
llm-proper,steve,steve | Steve,Steve,50179,48593,이름,스티브,0,0,2
llm-sense,struggling,struggling | Struggling,struggling,12570,30413,고군분투하는 / 어려워하는 / 애쓰는 / 노력하는 / 힘든 / 다투고 있는 / 곤경을 겪고 있는,① 기를 쓰는 ② 분투하는 ③ 몸부림치는,2,0,1
llm-sense,subcontractor,Subcontractor | subcontractor,subcontractor,28828,28010,하청업자 / 하청 회사,하청업체,0,0,1
llm-proper,sue,sue | Sue,Sue,50172,1547,이름,고소하다,0,2,104
llm-sense,sunburn,sunburn | Sunburn,sunburn,6661,48409,햇볕에 탐 / 볕에 타기 / 볕에 태우다,햇빛에 탐,1,0,1
llm-sense,sunny,sunny | Sunny,sunny,4600,36233,맑은 / 햇살의 / 밝은 / 쨍쨍한 / 화창한 / 햇볕이 나는,햇빛이  반짝이는,2,0,1
llm-proper,susan,Susan | susan,Susan,50136,50710,이름,여자 이름,0,0,1
llm-proper,tad,tad | Tad,Tad,50208,12001,이름,조금 / 약간 / 꼬마,0,0,24
llm-sense,taiwanese,taiwanese | Taiwanese,taiwanese,34729,36609,대만의 / 대만 사람 / 대만어,대만 사람 / 대만 언어,0,0,1
llm-sense,taxis,Taxis | taxis,taxis,49415,27759,순서 / 「배열」 「주성」의 뜻 / 계통적 배열,택시,0,0,1
llm-proper,taylor,taylor | Taylor,Taylor,50181,29051,이름,테일러 / 영국의 수학자,0,0,2
llm-sense,tedious,tedious | Tedious,tedious,8681,50353,진부한 / 지루한 / 장황한,지루한 장황한 싫증나는 / 말수가 많은,2,0,1
llm-proper,thomas,thomas | Thomas,Thomas,49971,28451,이름,남자 이름 / 성 토마 / …을 성희롱 혐의로 고발하다,0,0,5
llm-sense,tibetan,tibetan | Tibetan,tibetan,25155,36606,티베트의 / 티베트인의 / 티베트인,티벳 사람 / 티벳 언어,0,0,1
llm-sense,tiresome,tiresome | TIRESOME,tiresome,14647,44500,피곤한 / 지겨운,지루한 / 넌더리나는 / 싫증나는,2,0,1
llm-sense,titan,titan | Titan,titan,26403,50471,티탄 / 헬리오스 / 거인 / 「티탄」의 뜻,타이탄 (토성의 위성),0,0,1
llm-proper,tom,tom | Tom,Tom,49387,5298,톰 / 이름,수고양이 / 남자 이름 / 백인에게 굽실거리다,0,0,3
llm-proper,tony,tony | Tony,Tony,30131,10341,① 토니상 ② 멋진 ③ 유행의 / 이름,토니상 / 멋진 / 유행의,0,3,7
llm-sense,tortilla,tortilla | Tortilla,tortilla,5878,35672,토르티야 / 토르티아,또르띠아,0,0,1
llm-sense,trap,trap | Trap,trap,1446,49888,덫 / 가두다 / 잡다 / 빨아들이다 / 과속 감시 장치 / 함정,트랩,2,0,1
llm-sense,treatment,treatment | Treatment,treatment,3337,29820,치료 / 처리 / 대우 / 관리 / 처치,처지,3,0,1
llm-proper,trey,trey | Trey,Trey,50126,10069,이름,3 / 3개 한 벌 / 3펜스 화폐,0,0,3
llm-sense,trimming,Trimming | trimming,trimming,30782,28029,깎아 다듬기 / 정돈 / 손질,트리밍[다듬는 공정,2,0,1
llm-sense,trouble,trouble | Trouble,trouble,745,48227,문제 / 곤란 / 어려움 / 고통 / 말썽 / 고생,문제 / 걱정거리,2,0,1
llm-sense,truncate,truncate | Truncate,truncate,18919,33005,끝을 자르다 / 꼭대기를 자르다 / 일부를 생략하여 줄이다,상부를 자르다 / 줄이다 / 끝을 자른,1,0,1
llm-sense,tuesday,tuesday | Tuesday,tuesday,4968,31979,화요일,화요일 / 화요일의 / 화요일에 / 목요일,0,0,9
llm-sense,turkey,turkey | Turkey,turkey,4549,49948,칠면조 / 튀르키예,터키,1,0,1
llm-sense,uncovered,uncovered | Uncovered,uncovered,20969,29855,폭로된 / 모자를 벗은 / 무담보의,알아내다,1,0,1
llm-sense,undaunted,undaunted | Undaunted,undaunted,8975,48569,굽히지 않는 / 두려워하지 않는 / 용감한,당당한,2,0,1
llm-sense,unless,unless | Unless,unless,675,45593,…하지 않는다면 / 제외하면 / …한다면 모를까 / ~하지 않으면,~하지 않는 한,2,0,1
llm-sense,unsatisfied,Unsatisfied | unsatisfied,unsatisfied,40875,29857,만족되지 않은 / 만족하고 있지 않은,불만스러운,2,0,1
llm-sense,venule,venule | Venule,venule,44459,44536,작은 맥 / 작은 날개맥 / 작은 정맥 / 세정맥,소정맥,0,0,1
llm-sense,vindicate,vindicate | Vindicate,vindicate,11644,32998,옹호하다 / 변호하다 / …의 정당성을 입증하다 / …을 변호하다 / 비난을 풀다 / 오해를 풀다,비난을 풀다 / 옳음을 밝히다 / 회복하다,3,0,1
llm-sense,wafer,wafer | Wafer,wafer,26254,43491,웨이퍼 / 면병 / …을 봉하다,얇고 딱딱한 과자 / 약한 것을 총칭,0,0,1
llm-sense,wanted,wanted | Wanted,wanted,10834,31262,하고자 / 싶었다 / 원했다 / 바랐다 / 희망했다 / 구인모집,구인광고 / 사람을 구함,1,0,1
llm-sense,washington,washington | Washington,washington,17199,29919,워싱턴 / 미국 정부 / 워싱턴 주 / 워싱턴 호,① 워싱턴 ② 미국 정부 ③ 워싱턴 주 ④ 워싱턴 호 / 워싱톤,0,0,2
llm-sense,watchdog,watchdog | Watchdog,watchdog,4057,30392,감시 단체,① 감시인 ② 감시견 ③ 파수꾼,2,0,1
llm-sense,western,western | Western,western,1800,36590,서양의 / 서부의 / 서쪽의,서양의 / 서쪽에 위치한,2,0,1
llm-sense,whereas,whereas | Whereas,whereas,4860,45594,…임에 비하여 / …인데도 / 서문 / ~라는 사실에 비추어 / ~한 사실이 있으므로 / ~인 반면에,~임에 반해서,3,0,1
llm-sense,while,while | While,while,3294,45603,…하면서 / …동안에 / …에 반하여 / 동시에 / 잠시 / ~하는 동안,~하는 동안에 / ~하는 한,2,0,1
llm-proper,william,william | William,William,49963,37557,이름,남자 이름 / 윌리엄 / 지폐,0,0,1
llm-sense,worth,worth | Worth,worth,626,29812,가치있는 / …어치 / …할 만한 / 재산 / 중요성 / ..의 값어치가 있다 / ...할 가치가 있다 / 가치 있는,가치가있는,2,0,1
