class,lower,variants,rep_word,rep_voca_id,merge_voca_ids,rep_meanings,merge_meanings,rep_examples,merge_examples,merge_book_maps
llm-proper,chloe,chloe | Chloe,Chloe,50045,14534,이름,여자 이름 / 클로에 / 전원시에 나오는 양치는 소녀,0,0,2
auto,cholesterol,cholesterol | Cholesterol,cholesterol,24984,44557,콜레스테롤 / 콜레스테린 / 혈중 지질,콜레스테롤,1,0,1
auto,chorus,chorus | Chorus,chorus,21308,37343,코러스 / 합창 / 이구동성,합창단,2,0,1
auto,christ,christ | Christ,christ,7776,50184,그리스도,그리스도,2,0,1
auto,christian,christian | Christian,christian,1945,40880,기독교도 / 기독교의 / 크리스천 / 예수의 / 그리스도의,기독교,2,0,1
auto,christianity,christianity | Christianity,christianity,8190,40881,기독교,기독교,0,0,2
llm-proper,christine,christine | Christine,Christine,49946,37491,이름,여자 이름,0,0,2
llm-sense,christmas,christmas | Christmas,christmas,8048,34086,크리스마스 / 성탄절,(보통 무관사 단수) 크리스마스 / 그리스도 강탄제 / 성탄절[12월 25일 / 크리스마스 기간 / 크리스마스,2,0,5
auto,churn,churn | Churn,churn,6866,32997,교유기 / 음료 교반기 / 휘젓다 / (물이) 마구 휘돌다 / (속이) 뒤틀리다 / (분노가) 들끓다,교유기 / 음료 교반기 / 휘젓다,4,0,1
auto,château,château,château,51344,,대저택,,1,0,0
auto,cinderella,Cinderella | cinderella,cinderella,36009,34083,신데렐라 / 숨겨진 미인 / 숨겨진 탓으로 좀처럼 진가를 인정받지 못하는 사람,1. 숨겨진 미인; 숨겨진 탓으로 좀처럼 진가를 인정받지 못하는 사람[물건]  2. 갑자기 유명해진 무명 인사  3.  신데렐라: 동화의 여주인공,0,0,1
auto,cinema,cinema | Cinema,cinema,10367,27748,영화관 / 영화 / 극장,영화,2,0,1
auto,circulation,circulation | Circulation,circulation,868,30333,순환 / 유통 / 발행 부수 / 동선 / 돌다,① 유통 ② 발행 부수 ③ 순환 ④ 통화 ⑤ 대중적인,2,0,1
llm-sense,circumvent,circumvent | Circumvent,circumvent,11638,33016,"포위하다 / 우회하다 / …을 포위하다 / 일주하다 / 사기 치다 / (불법적으로, 교묘하게) 피하다",우회하다 / 교묘히 회피하다 / …을 포위하다,3,0,1
llm-proper,civic,civic | Civic,Civic,30130,20876,① 시민의 ② 민간 ③ 도시의 ④ 시빅,시민의 / 민간 / 도시의 / 시빅 / 시민적,0,2,35
auto,civil,civil | Civil,civil,1814,29917,시민의 / 민사의 / 민간의 / 예의 바른 / 친근한,① 시민의 ② 민간의 ③ 민사의 ④ 예의 바른 ⑤ 친근한,2,0,1
llm-proper,claire,claire | Claire,Claire,49986,29482,이름,여자 이름,0,0,1
auto,classroom,classroom | Classroom,classroom,2896,13289,교실 / 수업 / 지식·경험을 쌓는 장소 / 학급,교실,1,0,1
auto,cleanliness,cleanliness | CLEANLINESS,cleanliness,9249,30000,청결 / 깨끗한 것을 좋아하기 / 결벽,① 청결 ② 깨끗한 것을 좋아하기 ③ 결벽,0,0,1
auto,cleave,cleave | CLEAVE,cleave,17344,30385,정착하다 / 쪼개다 / 쪼개지다 / 고수하다,① 쪼개다 ② 쪼개지다 ③ 고수하다,2,0,1
auto,cliche,cliche,cliche,6476,,진부한 표현 / 진부한 / 판에 박은 문구 / 상투적 문구,,2,0,0
auto,cliché,cliché,cliché,47636,,상투 어구 / 상투어구,,0,0,0
auto,closely,closely | Closely,closely,864,36137,긴밀히 / 면밀하게 / 더 / 가까이 / 유심히,바싹. 가까이. 면밀히 주의깊게. 꼭. 빈틈없이,2,0,1
llm-sense,clot,clot | Clot,clot,14159,44555,응고하다 / 응고시키다 / 미끈거리는 덩어리,피가]엉긴 덩어리,1,0,1
auto,clothes,clothes | Clothes,clothes,5059,13308,옷 / 의복 / 의상 / 세탁물 / 옷가지,의복,2,0,1
llm-sense,cloudy,cloudy | Cloudy,cloudy,4593,36234,흐린 / 구름의 / 구름이 낀 / 구름이 많은,구름낀,2,0,1
auto,clown,clown | Clown,clown,2695,37456,광대 / 시골뜨기,광대,2,0,1
auto,club,club | Club,club,5338,29977,모임 / 클럽 / 동아리 / 팀 / 구단 / 곤봉 / 골프채 / 동호회,① 클럽 ② 팀 ③ 동아리 ④ 골프채 ⑤ 구단,3,0,1
auto,coagulation,coagulation | Coagulation,coagulation,21751,44556,응결 / 응고 / 응고물,응고,1,0,1
auto,coat,coat | Coat,coat,545,36226,코트 / 칠하다 / 도금 / 외피 / 외투,코트,2,0,1
llm-sense,collectively,collectively | Collectively,collectively,10900,40183,전체적으로 / 일괄하여 / 단결하여,집합적으로 / 전체적으로,0,0,1
auto,college,college | College,college,1228,30449,대학 / 연구소 / 칼리지,① 대학 ② 연구소 ③ 칼리지,2,0,1
auto,colonial,colonial | Colonial,colonial,2562,30115,식민지의 / 일제 강점기 / 식민지적인,① 식민지의 ② 일제 강점기,2,0,1
auto,colossians,colossians | Colossians,colossians,40794,46310,골로새서,골로새서,0,0,1
auto,combustible,combustible | Combustible,combustible,15063,30293,흥분하기 쉬운 / 불붙기 쉬운 / 가연성의,① 흥분하기 쉬운 ② 불붙기 쉬운 ③ 가연성의,1,0,1
auto,comfort,comfort | Comfort,comfort,661,36252,위로 / 편안함 / 쾌적함 / 달래다,...을 위로하다,2,0,1
auto,commerce,commerce | Commerce,commerce,18030,30437,상업 / 커머스 / 무역,① 상업 ② 무역 ③ 커머스,2,0,1
auto,commercial,commercial | Commercial,commercial,1015,29831,상업용의 / 상업적인 / 광고 / 민간의 / 통상의,광고 / ① 상업적인 ② 광고 ③ 상업용의 ④ 민간의 ⑤ 통상의,2,0,2
auto,commission,commission | Commission,commission,1525,45424,위원회 / 수수료 / 의뢰 / 권한 / 사관,① 위원회 ② 수수료 ③ 의뢰 ④ 권한 ⑤ 사관,2,0,1
auto,committee,committee | Committee,committee,3718,30074,위원회,① 위원회,2,0,1
llm-sense,communist,communist | Communist,communist,2215,16736,공산주의의 / 공산당원,공산주의자,0,0,1
auto,commutator,COMMUTATOR | commutator,commutator,37212,30221,정류기 / 정류자 / 전환기,① 정류기 ② 정류자 ③ 전환기,0,0,1
auto,complain,complain | Complain,complain,1387,36143,불평하다 / 호소하다 / 고발하다 / 투덜거리다,불평하다,2,0,1
auto,complaint,complaint | Complaint,complaint,8040,30426,불만 / 불평 / 고발 / 불편,① 불만 ② 불평 ③ 고발 ④ 불편,2,0,1
auto,complimentary,complimentary | Complimentary,complimentary,6648,30345,칭찬하는 / 무료의 / 칭찬의 / 서비스로 제공되는 / 서비스가 포함된,① 칭찬하는 ② 무료의 ③ 칭찬의,2,0,1
auto,compose,compose | Compose,compose,1882,37427,구성하다 / 작곡하다 / 만들다 / 쓰다 / 조직하다 / 작성하다,구성하다,2,0,1
llm-sense,composite,composite | Composite,composite,6424,30378,복합의 / 합성어,① 합성의 ② 합성물 ③ 복합 재료,2,0,1
auto,concentrated,concentrated | Concentrated,concentrated,15530,30330,집중된 / 밀집한 / 농축된,① 집중된 ② 밀집한 ③ 농축된,2,0,1
auto,concessionaire,concessionaire | CONCESSIONAIRE,concessionaire,29234,30196,양수인 / 특허권 소유자 / 영업권 소유자,① 양수인 ② 특허권 소유자 ③ 영업권 소유자,0,0,1
llm-sense,conclude,conclude | Conclude,conclude,1766,29813,결론짓다 / 체결하다 / 맺다 / 종결하다,결론을내리다,2,0,1
auto,condolence,condolence | Condolence,condolence,10620,30416,애도 / 애도의 말 / 조위,① 애도 ② 애도의 말 ③ 조위,2,0,1
auto,conduct,conduct | Conduct,conduct,1783,30296,실시하다 / 수행하다 / 행동하다 / 시행하다 / 지휘하다,① 실시하다 ② 수행하다 ③ 행동하다 ④ 시행하다 ⑤ 운영하다 / 행동하다. 지도하다,2,0,2
auto,confederacy,confederacy | Confederacy,confederacy,19280,30070,연합 / 동맹 / 동맹국,① 연합 ② 동맹 ③ 동맹국,0,0,1
auto,confederate,confederate | Confederate,confederate,20466,30071,남부동맹군 / 동맹하다 / 연합 / 일원,① 동맹하다 ② 남부동맹군 ③ 연합 ④ 일원,1,0,1
auto,conference,conference | Conference,conference,1938,30230,회견 / 회의 / 회담 / 총회 / 협의 / 컨퍼런스,① 회견 ② 회의 ③ 회담 ④ 총회 ⑤ 협의,2,0,1
llm-sense,confinement,confinement | Confinement,confinement,7314,29821,감금 / 속박 / 유폐,갇힘,2,0,1
auto,confucian,confucian | Confucian,confucian,17824,34718,유생 / 유교의 / 공자의,공자의 / 유교의,0,0,3
auto,confucianism,confucianism | Confucianism,confucianism,18554,40882,유교 / 공자의 가르침,유교,0,0,3
auto,confucius,confucius | Confucius,confucius,13159,34367,공자 / 유교의 시조,공자,0,0,3
llm-sense,congratulation,congratulation | Congratulation,congratulation,1395,37645,축하하다 / 축하의 말,축하해,2,0,1
llm-sense,congress,congress | Congress,congress,1078,30106,의회 / 회의,① 의회 ② 회의 / 의회 / 국회,1,0,3
llm-sense,conscientiously,conscientiously | Conscientiously,conscientiously,18504,29847,양심적으로 / 성실히 / 소심하게,성실하게,0,0,1
auto,consequently,consequently | Consequently,consequently,6957,30160,결과적으로 / 그 결과로서 / 그에 따른,① 결과적으로 ② 그 결과로서 ③ 그에 따른,2,0,1
auto,consideration,consideration | Consideration,consideration,14045,30157,고려 / 배려 / 생각 / 이해 / 숙고,① 고려 ② 생각 ③ 배려 ④ 이해 ⑤ 숙고,2,0,1
llm-sense,consign,consign | Consign,consign,15182,33012,위탁하다 / 맡기다 / 탁송하다,위탁하다 / 동의하다 / …을 넘기다,2,0,1
auto,constancy,constancy | Constancy,constancy,23856,30139,불변 / 항구성 / 영구적인 것,① 불변 ② 항구성 ③ 영구적인 것,1,0,1
auto,constant,constant | Constant,constant,1998,29807,지속적인 / 끊임없는,끊임없는,3,0,1
auto,constitution,constitution | Constitution,constitution,6015,30089,헌법 / 규약 / 체격 / 구성,① 헌법 ② 규약 ③ 체격,2,0,1
auto,construction,construction | Construction,construction,6460,27764,건설 / 공사 / 건축 / 건립,건설,2,0,1
auto,contact,contact | Contact,contact,1150,36135,접촉 / 연락 / 콘택트 렌즈 / 교제 / 시선을 마주치다 / ~에게 연락하다 / 연락처 / 연락하다 / 접촉하다,접촉. 연락. 맞닿음. 접촉하다,2,0,1
llm-proper,continental,continental | Continental,Continental,30107,2106,① 대륙의 ② (미국 독립전쟁 당시의) 식민지의 ③ 유럽 대륙의,대륙의 / 유럽의 / 컨티넨탈,0,2,60
auto,contracts,Contracts | contracts,contracts,37360,27794,계약,계약,0,0,1
auto,controversy,controversy | Controversy,controversy,12589,29841,분쟁 / 논란 / 논쟁 / 문제 / 갈등 / 의혹,논란,2,0,1
auto,convenient,convenient | Convenient,convenient,1277,37165,편리한 / 간편한 / 손쉬운 / 알맞은,편리한,2,0,1
auto,cooperation,cooperation | Cooperation,cooperation,4094,30386,협력 / 협조 / 교류 / 협동조합,① 협력 ② 협조 ③ 교류 ④ 협동조합,2,0,1
auto,coordinator,coordinator | Coordinator,coordinator,15425,30447,코디네이터 / 조정자 / 책임자 / 심의관 / 위원장,① 코디네이터 ② 동격으로 하는 것 ③ 조정자,0,0,1
llm-sense,cost,cost | Cost,cost,205,29825,비용 / 들다 / 가격 / 얼마이다 / 경비,잃게하다,2,0,1
auto,coterie,coterie | Coterie,coterie,20531,48565,친구 / 동인 / 한패,동료 친구 동인 써클,1,0,1
auto,cotton,cotton | Cotton,cotton,3709,30053,면 / 목화 / 면화 / 솜 / 무명,① 목화 ② 면 ③ 면화 ④ 솜 ⑤ 무명,2,0,1
llm-sense,counter-productive,Counter-productive | counter-productive,counter-productive,48875,9395,역효과를 낳는,역효과가 나타나는,0,0,1
auto,countermeasure,countermeasure | Countermeasure,countermeasure,23304,28026,대응책 / 대책 / 대처 / 조치 / 제재,대책,0,0,1
auto,county,county | County,county,4489,30382,주 / 군 / (주에서 가장 큰 행정구역) 군 / 카운티,① 주 ② 군,1,0,1
auto,covenant,covenant | Covenant,covenant,11649,29985,협정 / 계약 / 서약 / 계약하다 / (신과의)언약,① 계약 ② 서약 ③ 계약하다,3,0,1
auto,crash,crash | Crash,crash,1906,30383,으깨다 / 충돌하다 / 추락하다 / 붕괴하다 / 폭락 / 무너짐 / 잘게 부수다,① 충돌하다 ② 추락하다,2,0,1
auto,crop,crop | Crop,crop,4273,36136,작물 / 농작물 / 곡물 / 수확 / 곡식,농작물. 수확물,2,0,1
llm-sense,crown,crown | Crown,crown,4681,30361,수관 / 크라운 (기공물),① 왕관 ② 크라운 ③ 관 ④ 국왕,2,0,1
auto,crucible,crucible | Crucible,crucible,15091,30212,도가니 / 쇳물 괴는 곳 / 용광로,① 도가니 ② 쇳물 괴는 곳 ③ 용광로,1,0,1
llm-sense,crude,crude | Crude,crude,2594,36257,천연 그대로의 / 조잡한 / 거친,품위없는,2,0,1
auto,cult,cult | CULT,cult,12651,29965,숭배 / 컬트 / 광신적 교단,① 숭배 ② 컬트 ③ 광신적 교단,2,0,1
auto,culture,culture | Culture,culture,3702,29971,문화 / 배양 / 문명 / 배양하다 / 풍습 / 전통,① 문화 ② 문명 ③ 배양,2,0,1
auto,curiosity,curiosity | Curiosity,curiosity,4870,30156,호기심 / 큐리오시티,① 호기심 ② 큐리오시티,2,0,2
auto,curtsy,curtsy | CURTSY,curtsy,25939,30462,인사 / 무릎을 굽혀 인사하다 / 절,① 인사 ② 무릎을 굽혀 인사하다 ③ 절,1,0,1
llm-sense,customer,customer | Customer,customer,3246,45797,고객 / 소비자 / 단골 / 손님,손님 / 고객 / 거래처,2,0,1
llm-sense,cv,cv | CV,cv,36334,45438,항공모함의 함종별 기호 / 이력서,케이블의 종류,0,0,1
llm-proper,dan,dan | Dan,Dan,50165,42077,이름,단,0,2,3
auto,dangerously,dangerously | Dangerously,dangerously,34143,37472,위험할 정도로 / 위험에 빠져 / 위험하게,위험하게,1,0,1
llm-proper,daniel,daniel | Daniel,Daniel,50117,16217,이름,다니엘 / 다니엘서 / 명재판관,0,1,8
llm-proper,danny,danny | Danny,Danny,50021,45021,이름,대니,0,0,1
llm-proper,daphne,daphne | Daphne,Daphne,50094,47320,이름,다프네 / 서향 / 서향속의 총칭,0,0,1
auto,date,date | Date,date,1675,37649,데이트 / 날짜 / …일 / 시작되다 / …기한,날짜,2,0,1
llm-sense,daunt,daunt | Daunt,daunt,8972,48570,기가 죽다 / 겁 / 억제 / 위축,-를 위압하다 으르다,1,0,1
llm-proper,dave,dave | Dave,Dave,50213,34608,이름,남자 이름,0,0,1
llm-proper,david,david | David,David,29975,10616,① 데이빗 ② 다비드 ③ 다윗 / 데이빗( 다윗 ) / 이름,데이빗 / 다윗 / 다비드,0,0,6
auto,dawn,dawn | Dawn,dawn,1164,36144,새벽 / 시작 / 동이 트다 / 생각나다 / 여명,새벽. 동틀녘,3,0,1
auto,day,day | Day,day,3697,37648,날 / 하루 / 낮 / 데이 / 시절,날,2,0,1
auto,deal,deal | Deal,deal,392,30395,다루다 / 거래 / 대처하다 / 계약 / 주다,① 거래 ② 다루다 ③ 계약 ④ 대처하다 ⑤ 처리,2,0,1
llm-proper,dean,dean | Dean,Dean,50245,12894,이름,딘 / 학장 / 원장 / 처장,0,0,58
auto,decameron,decameron | Decameron,decameron,32303,44071,「데카메론」 / 열흘 이야기,열흘 이야기,0,0,1
auto,deceive,deceive | Deceive,deceive,10022,36251,속이다 / 기만하다 / 현혹시키다 / 거짓말을 하다,...을 속이다,2,0,1
llm-sense,december,december | December,december,8030,16716,12월 / 4분기 / 섣달,12월 / 석달,0,0,6
llm-sense,declaration,declaration | Declaration,declaration,842,28031,선언 / 발표 / 포고 / 주장 / 성명 / 신고,신고 / 고백 / 성명서 / ① 선언 ② 신고 ③ 포고,2,0,2
auto,decor,decor,decor,21965,,장식 / 장식 양식 / 무대 장치 / 인테리어,,1,0,0
auto,deformation,deformation | Deformation,deformation,15175,28008,변형 / 기형 / 변한 모양,변형,0,0,1
auto,degree,degree | Degree,degree,3695,30438,학위 / 도 / 등급 / 급,① 학위 ② 도 ③ 급 ④ 등급,2,0,1
auto,dehydration,dehydration | Dehydration,dehydration,12015,28015,탈수 / 건조 / 탈수증,탈수,0,0,1
llm-sense,delegate,delegate | Delegate,delegate,7357,33010,대표 / 대의원 / 위임하다 / 사절,대표 / 대리자 / 대의원,2,0,1
auto,democrat,democrat | Democrat,democrat,3831,30197,민주당의 / 민주당원,① 민주당의 ② 민주당원,0,0,1
auto,departure,departure | Departure | departure,departure,2953,"30307,52107",떠남 / 출발 / 사임 / 벗어남 / 출발 시간,① 출발 ② 떠남 ③ 사임 ④ 벗어남 / 출발,2,0,2
llm-proper,dependent,dependent | Dependent,Dependent,30291,2243,① 의존하는 ② 의지하는 ③ 종속의 ④ 부양 가족,의존하는 / 종속의 / 부양 가족 / 의지하는,0,2,149
llm-sense,depreciation,depreciation | Depreciation,depreciation,9859,45585,감가상각 / 절하 / 약세 / 가치 하락 / 저감 / 자산 가치 감소,저하 / 화폐의 구매력 저하 / 경시,2,0,1
auto,depression,depression | Depression,depression,3691,30040,우울 / 침체 / 불경기 / 공황 / 불황 / 우울증,① 우울 ② 침체 ③ 공황 ④ 불경기 ⑤ 불황,2,0,1
auto,describe,describe | Describe,describe,172,37465,묘사하다 / 설명하다 / 표현하다 / 기술하다 / 그리다,묘사하다,2,0,2
auto,despite,despite | Despite,despite,2610,29983,불구하고 / --함에도 불구하고,① 불구하고,2,0,1
auto,destiny,destiny | Destiny,destiny,7426,30098,운명 / 숙명,① 운명 ② 숙명,2,0,1
auto,detente,detente,detente,21571,,화해 / 평화주의 / 긴장 완화 / 데탕트,,1,0,0
auto,deteriorate,deteriorate | Deteriorate,deteriorate,6798,29819,악화되다 / 나쁘게 하다 / 악화시키다 / 타락하다 / 저하시키다 / 악화하다,타락하다,1,0,1
llm-sense,determined,determined | Determined,determined,2538,37469,결정된 / 결심한 / 생각 / 결의 / 의지,단호한,2,0,1
auto,deviant,deviant | Deviant,deviant,19993,30151,벗어난 / 비정상적인 사람 / 비정상인,① 벗어난 ② 비정상적인 사람 ③ 비정상인,0,0,1
auto,dial,dial | Dial,dial,5318,29976,다이얼 / 전화를 걸다 / 조절장치 / 숫자판 / 신호,① 전화를 걸다 ② 다이얼 ③ 신호 ④ 조절장치 ⑤ 숫자판,2,0,1
llm-proper,diana,diana | Diana,Diana,50161,25969,이름,다이애나 / 다이아나 / 디아나,0,0,1
llm-proper,diane,diane | Diane,Diane,50073,45356,이름,여자 이름,0,0,1
llm-sense,diastole,diastole | Diastole,diastole,24042,44553,심확장 / 심이완 / 음절 연장,심장]이완기 / 확장기,0,0,1
auto,dictionary,dictionary | Dictionary,dictionary,2899,30051,사전 / 딕셔너리,① 사전 ② 딕셔너리,2,0,1
auto,dimension,dimension | Dimension,dimension,9345,29951,차원 / 부피 / 크기 / 면 / 규모,① 차원 ② 크기 ③ 부피 ④ 면,2,0,1
auto,dining,dining | Dining,dining,9006,30342,식사하기 / 식사 / 정찬,① 식사하기 ② 식사 ③ 정찬,1,0,1
auto,directness,directness | Directness,directness,21554,30259,솔직함 / 직접 / 똑바름,① 솔직함 ② 직접 ③ 똑바름,0,0,1
llm-sense,director,director | Director,director,1290,40180,관리자 / 감독,이사,2,0,1
auto,dirty,dirty | Dirty,dirty,701,48236,더러운 / 지저분한 / 더러워지다 / 오염된 / 비열한,더러운,2,0,1
llm-sense,disconcert,disconcert | Disconcert,disconcert,20545,32994,…을 당황하게 하다 / 혼란시키다 / 교란시키다,…을 당황하게 하다 / 교란시키다 / 침착성을 잃게 하다,0,0,1
auto,discord,discord | Discord,discord,8099,30033,불화 / 불일치 / 알력,① 불화 ② 불일치 ③ 알력,2,0,1
auto,discount,discount | Discount,discount,3263,30344,할인 / 디스카운트 / 싸게 / 값깎기 / 무시하다 / 세일,① 할인 ② 값깎기 ③ 디스카운트 ④ 싸게 ⑤ 무시하다,2,0,1
auto,disease,disease | Disease,disease,3682,36139,질환 / 질병 / 병 / 부패 / 병폐,병. 질병,2,0,1
llm-sense,dismember,dismember | Dismember,dismember,16526,33007,해체하다 / 분할하다 / 업무를 축소하다,분할하다 / 업무를 축소하다 / …의 팔다리를 잘라버리다,0,0,1
auto,disobedience,disobedience | Disobedience,disobedience,16148,30118,불복종 / 반항 / 위반,① 불복종 ② 반항 ③ 위반,0,0,1
auto,dispatch,dispatch | Dispatch,dispatch,1939,30434,파견 / 파병 / 보내다 / 급파 / 배치,① 신속함 ② 특전 ③ 파견,2,0,1
auto,disproportionate,disproportionate | Disproportionate,disproportionate,20147,50563,불균형인 / 어울리지 않는 / 불균형의,어울리지 않는,1,0,1
auto,disrepair,disrepair | Disrepair,disrepair,12869,29817,황폐 / 파손 / 파손 상태,황폐,2,0,1
auto,district,district | District,district,6940,30109,지역 / 행정구 / 지방 / 지구 / 구역,① 지역 ② 지방 ③ 행정구 ④ 지구 ⑤ 선거구 / 구역. 지역.  지방,2,0,2
auto,disturb,disturb | Disturb,disturb,1918,30347,방해하다 / 불안하게 하다 / 교란하다 / 어지럽히다 / 저해하다,① 방해하다 ② 혼란시키다 ③ 어지럽히다 ④ 불안하게 하다,2,0,1
auto,divided,divided | Divided,divided,16987,30390,나누어진 / 분단된 / 분열된 / 분리된 / 분할된,① 분할된 ② 나누어진 ③ 분열된,2,0,1
auto,dixie,Dixie | dixie,dixie,38786,30052,미국 남부 여러 주의 / 미국 남부 여러 주의 별명 / 큰 쇠냄비,① 미국 남부 여러 주의 ② 미국 남부 여러 주의 별명 ③ 큰 쇠냄비,0,0,1
auto,doctor,doctor | Doctor,doctor,3677,48235,의사 / 박사 / 선생 / 닥터 / 진료 의사,의사,2,0,1
llm-proper,don,don | Don,Don,50129,5498,이름,명사 / 거물 / 입다,0,1,50
llm-sense,draining,Draining | draining,draining,28159,9396,배수,지겨운 / 지루한,0,0,1
llm-sense,drawback,drawback | Drawback,drawback,10594,28028,결점 / 단점 / 결함,문제점,2,0,1
auto,drawer,drawer | Drawer | drawer,drawer,5062,"48228,52049",서랍 / 보관함 / 금고 / 장롱,서랍,2,0,2
llm-sense,drowsiness,drowsiness | Drowsiness,drowsiness,10653,29796,졸음 / 기면 상태,졸림,0,0,1
auto,duke,duke | Duke,duke,11152,30472,듀크 / 공작 / 때려 눕히다 / 주먹 / 무릎,① 공작 ② 듀크 ③ 주먹 ④ 때려 눕히다 ⑤ 무릎,0,0,1
auto,dust,dust | Dust,dust,1386,30081,먼지 / 황사 / 가루 / 모래 / 티끌,① 먼지 ② 가루 ③ 모래,2,0,1
llm-sense,dutch,dutch | Dutch,dutch,2475,30020,네덜란드의 / 네덜란드인 / 네덜란드어 / 독일의,① 네덜란드의 ② 네덜란드인 ③ 네덜란드어 ④ 독일의 / 네덜란드의 / 네덜람드 사람,0,0,4
auto,décor,décor,décor,31338,,장식 / 장식물,,0,0,0
auto,détente,détente,détente,43282,,긴장완화 / 데탕트,,0,0,0
auto,earth,earth | Earth,earth,3669,36604,지구 / 땅 / 흙,지구,2,0,1
auto,easter,easter | Easter,easter,27576,30470,부활절 / 이스터 섬,① 부활절 ② 이스터 섬 / 부활절,0,0,4
llm-sense,eastern,eastern | Eastern,eastern,1959,36591,동부의 / 동쪽의 / 동양의 / 동구의,동양의 / 동쪽에 위치한,2,0,1
llm-sense,eccentricity,eccentricity | Eccentricity,eccentricity,21506,28009,별남 / 기행 / 비정상,편심,2,0,1
llm-sense,economic,economic | Economic,economic,305,15620,경제의 / 경기의,경제학의 / 생산 경제의,2,0,1
llm-proper,eddie,eddie | Eddie,Eddie,50105,35867,이름,남자 이름,0,0,1
auto,edible,edible | Edible,edible,3118,30328,음식 / 먹을 수 있는 / 식품 / 먹는데 적합한 / 먹어도 되는 / 식용의 / 식용에 적합한,① 먹을 수 있는 ② 식품,2,0,1
auto,education,education | Education,education,1088,29921,교육 / 훈련 / 교양,① 교육 ② 훈련 ③ 교양,2,0,1
llm-proper,edward,edward | Edward,Edward,50229,28442,이름,남자 이름 / 에드워드,0,0,3
auto,egypt,egypt | Egypt,egypt,16307,36022,이집트,이집트,0,0,2
llm-sense,electronic,electronic | Electronic,electronic,2269,37430,전자의 / 전자기기 / 전자 장치 / 전자 부품 / 일렉트로닉,전기제품 / 전기기기등,2,0,1
llm-sense,electronics,electronics | Electronics,electronics,16522,27767,전자 기술 / 전자 기기,전자제품,1,0,1
auto,eligibility,eligibility | Eligibility,eligibility,4298,30308,적격 / 적임 / 피선거 자격,① 적격 ② 적임 ③ 피선거 자격,0,0,1
auto,elite,elite | Elite,elite,1086,30270,엘리트 / 엘리트의 / 정예의 / 정예 / 지식인 / 일류의 / 우수자,① 엘리트 ② 권력 집단 ③ 선발된,2,0,1
auto,emancipation,emancipation | Emancipation,emancipation,6790,30068,해방 / 노예해방 / 해방된 상태,① 해방 ② 노예해방 ③ 해방된 상태,2,0,1
auto,emergency,emergency | Emergency,emergency,2035,30042,응급 / 비상 / 긴급한 / 위기 / 급변 / 응급 상황 / 비상사태,① 비상 ② 긴급한 ③ 응급 ④ 위기 ⑤ 급변,2,0,1
auto,empire,empire | Empire,empire,5304,29931,제국 / 왕국 / 제국주의,① 제국 ② 왕국,2,0,1
auto,employment,employment | Employment,employment,1936,30450,고용 / 취업 / 일자리 / 직업 / 업무,① 고용 ② 일자리 ③ 취업 ④ 직업 ⑤ 업무,2,0,1
llm-sense,encapsulation,encapsulation | Encapsulation,encapsulation,31170,45291,요약 / 응축,캡슐화,0,0,1
auto,encyclopedia,encyclopedia | Encyclopedia,encyclopedia,4998,30198,백과사전,① 백과사전,2,0,1
llm-sense,endangered,endangered | Endangered,endangered,8000,37416,멸종 위기의 / 위험한,위험에 빠진,1,0,1
auto,endowment,endowment | Endowment,endowment,14336,30056,기부 / 기증 / 재능 / 기부금 / 소유 / 자신이 가진 것의 가치,① 기부 ② 기증 ③ 재능,3,0,1
auto,engine,engine | Engine,engine,3656,37164,엔진 / 기관차 / 기관 / 동력 / 기계,엔진,2,0,1
auto,england,england | England,england,7999,35724,영국 / 잉글랜드,영국 / 잉글랜드,0,0,4
llm-sense,english,english | English,english,341,34123,영문학 / 영어 / 영국인 / 영국의 / 잉글랜드인,1. 영국인  2. 영어  3. 영문학  4. 영국의 / 영어 / 잉글랜드인 / 잉글랜드어 / 영어의 / 영국인,2,0,5
llm-sense,englishness,Englishness | englishness,englishness,47234,39089,영국적 특징 / 영국다움,영국(사람)다움 / 영국(사람)식,0,0,1
auto,enormous,enormous | Enormous,enormous,2214,35667,엄청난 / 거대한 / 큰 / 막대한 / 어마어마하다,거대한,2,0,2
auto,entertainment,entertainment | Entertainment,entertainment,9697,27749,엔터테인먼트 / 연예 / 오락 / 즐거움 / 여흥 / 여흥거리,여흥,2,0,1
auto,entry,entry | Entry,entry,5305,30302,가입 / 진출 / 참가 / 수입 / 들어감 / 입장 / 입회,① 들어감 ② 진출 ③ 가입 ④ 참가 ⑤ 항목,2,0,1
auto,envious,envious | Envious,envious,2692,36120,부러워하는 / 시기하는,질투심이강한. 부러워하는,1,0,1
auto,equally,equally | Equally,equally,7786,29952,똑같이 / 마찬가지로 / 동등하게 / 평등하게 / 균등하게,① 똑같이 ② 마찬가지로 ③ 동등하게 ④ 평등하게 ⑤ 균등하게,2,0,1
auto,equipment,equipment | Equipment,equipment,2959,37166,장비 / 설비 / 기기 / 기술 / 부품 / 기구,장비 용품,2,0,1
llm-proper,eric,eric | Eric,Eric,50054,28872,이름,에릭 / 살인범 및 그 친척이 희생자의 가족에게 지불한 벌금,0,0,1
llm-proper,erica,Erica | erica,Erica,30186,49314,① 여자 이름 ② 에리카 / 중복,여자 이름 / 에리카,0,0,1
auto,errands,errands | Errands,errands,37433,37473,심부름,심부름,0,0,1
