58539	warranty	The computer is under <strong class="target-word">warranty</strong> for two years.
58540	refund	Buyers can get a full <strong class="target-word">refund</strong> for a defective product.
58541	subscriber	The Web site now has millions of <strong class="target-word">subscribers</strong>.
58542	delivery	We guarantee <strong class="target-word">delivery</strong> within three days.
58543	receipt	The original <strong class="target-word">receipt</strong> is required for all refunds.
58544	carefully	Please follow the installation directions <strong class="target-word">carefully</strong>.
58545	offer	Z-Mart <strong class="target-word">offers</strong> $25 gift cards to customers signing up for membership.
58546	offer	The supermarket entices customers with promotional <strong class="target-word">offers</strong>.
58547	benefit	The Shoppers' Club offers many <strong class="target-word">benefits</strong> to its members.
58548	benefit	NBC Mart shoppers <strong class="target-word">benefit</strong> from various coupons and free delivery service.
58549	exclusively	A 10 percent discount is available <strong class="target-word">exclusively</strong> to Premium Club members.
58550	description	Call customer service for a more extensive <strong class="target-word">description</strong> of any of the equipment.
58551	relatively	McCoy's has a <strong class="target-word">relatively</strong> lenient return policy compared to similar stores.
58552	preparation	<strong class="target-word">Preparations</strong> are under way for the department store's grand opening.
58553	spare	The shopping mall <strong class="target-word">spared</strong> no expense on the 10th anniversary promotion.
58554	spare	Customers may order <strong class="target-word">spare</strong> parts at the service counter.
58555	area	There are excellent retail stores in this <strong class="target-word">area</strong>.
58556	clearance	There is usually a <strong class="target-word">clearance</strong> sale for winter clothes in March.
58557	clearance	The clerk got special <strong class="target-word">clearance</strong> to discount the shoes.
58558	alter	The customer asked that the length of his pants be <strong class="target-word">altered</strong>.
58559	apply	The cashier <strong class="target-word">applied</strong> the discount to all the items.
58560	apply	Those wishing to <strong class="target-word">apply</strong> for the position must be familiar with our merchandise.
58561	mutually	The couple and dealer reached a <strong class="target-word">mutually</strong> agreeable price for the car.
58562	method	In recent years, debit cards have become a popular <strong class="target-word">method</strong> of payment.
58563	acceptable	Jenson Fashions sells clothes that are <strong class="target-word">acceptable</strong> as business attire.
58564	desire	Effective advertising can create a <strong class="target-word">desire</strong> in consumers to buy goods they do not need.
58565	desire	Many people <strong class="target-word">desire</strong> the latest electronic devices.
58566	redeemable	Store gift vouchers are <strong class="target-word">redeemable</strong> at any branch.
58567	officially	The online store will <strong class="target-word">officially</strong> open next month.
58568	consumption	<strong class="target-word">Consumption</strong> of high-end products like home theaters has increased recently.
58569	qualify	Clients need a regular income to <strong class="target-word">qualify</strong> for credit cards.
58570	fabric	The manufacturer's garments are made of natural <strong class="target-word">fabric</strong> only.
58571	auction	A number of antique pieces will be sold at the <strong class="target-word">auction</strong>.
58572	authentic	The new restaurant downtown serves <strong class="target-word">authentic</strong> Spanish cuisine.
58573	valid	A <strong class="target-word">valid</strong> receipt must be presented.
58574	vendor	The street is filled with <strong class="target-word">vendors</strong> during the weekly market.
58575	vendor	Software <strong class="target-word">vendors</strong> have been instructed to sell the product at a specific retail price.
58576	research	The company started a <strong class="target-word">research</strong> program into developing GPS technology.
58577	devise	The firm <strong class="target-word">devised</strong> a more efficient network system.
58578	revolutionary	The car's <strong class="target-word">revolutionary</strong> new engine surpasses those of the competition.
58579	innovative	Simpson & Associates provides clients with <strong class="target-word">innovative</strong> solutions to their needs.
58580	feature	The latest dryer has several new <strong class="target-word">features</strong>.
58581	feature	This refrigerator model <strong class="target-word">features</strong> high energy efficiency.
58582	inspiration	The new fashion designer draws her <strong class="target-word">inspiration</strong> from traditional attire.
58583	sufficiently	The containers are <strong class="target-word">sufficiently</strong> strong to resist breakage.
58584	patent	The lawyers submitted the paperwork for a <strong class="target-word">patent</strong> application.
58585	envision	Management <strong class="target-word">envisions</strong> its latest product being sold in stores across the country.
58586	extend	A switch for adjusting brightness <strong class="target-word">extends</strong> from the back of the lamp.
58587	extend	The manager <strong class="target-word">extended</strong> the design deadline for a month.
58588	extend	The CEO <strong class="target-word">extended</strong> his thanks to the research team for their great work.
58589	following	The software was launched <strong class="target-word">following</strong> months of research.
58590	following	Product brochures are available in the <strong class="target-word">following</strong> languages.
58591	intend	Beauford Incorporated <strong class="target-word">intends</strong> to release its new appliances this fall.
58592	intend	The inventor <strong class="target-word">intended</strong> that her mixer be used for bread-making.
58593	grant	The patent for the handheld computer was <strong class="target-word">granted</strong> on April 27.
58594	grant	The research team will receive a government <strong class="target-word">grant</strong> of up to $4,000.
58595	allow	The program's new feature <strong class="target-word">allows</strong> users to conduct advanced searches.
58596	inspect	The head researcher <strong class="target-word">inspects</strong> all equipment and chemicals in the laboratory daily to ensure safety.
58597	improve	A variety of incentives can <strong class="target-word">improve</strong> staff productivity.
58598	increasingly	Technology is becoming an <strong class="target-word">increasingly</strong> important factor in the nation's economy.
58599	invest	Lamont Manufacturing <strong class="target-word">invested</strong> millions of dollars in improving its assembly line.
58600	various	This car has <strong class="target-word">various</strong> features not included in older models.
58601	upgrade	Special customers are eligible for one free computer <strong class="target-word">upgrade</strong>.
58602	upgrade	Gina just <strong class="target-word">upgraded</strong> her cell phone software.
58603	manual	Rachel is writing the product <strong class="target-word">manual</strong> for the new air conditioner.
58604	Explore	Clients seeking company information can <strong class="target-word">explore</strong> our Web site.
58605	response	Those testing the new microwave are asked to submit written <strong class="target-word">responses</strong> to some questions.
58606	appearance	The design team completely modernized the product's <strong class="target-word">appearance</strong>.
58607	successful	The floor lamps are the company's most <strong class="target-word">successful</strong> product.
58608	hold	The washing machine <strong class="target-word">holds</strong> up to three kilograms of laundry.
58609	advance	The product development team researches <strong class="target-word">advances</strong> in computer technology.
58610	reliable	Tests indicate that Branco's products are <strong class="target-word">reliable</strong> and efficient.
58611	reliable	The firm's management system is not <strong class="target-word">reliant</strong> on any single person.
58612	quality	The <strong class="target-word">quality</strong> control division inspects samples of all items.
58613	domestic	Slow sales in the <strong class="target-word">domestic</strong> market forced companies to expand overseas.
58614	development	The project is in the final stage of <strong class="target-word">development</strong>.
58615	development	<strong class="target-word">Developments</strong> in wireless technology allow for high-powered smart phones.
58616	availability	<strong class="target-word">Availability</strong> of product depends on market demand and supply.
58617	update	The Web site <strong class="target-word">update</strong> includes information on the latest hair styling appliances.
58618	update	The factory <strong class="target-word">updated</strong> the software of its equipment to speed up the production rate.
58619	accurate	The new accounting software is <strong class="target-word">accurate</strong> and precise.
58620	complicated	Project delays often create a <strong class="target-word">complicated</strong> situation for the public relations department.
58621	accomplished	The <strong class="target-word">accomplished</strong> chemist has been hired to develop a flexible battery.
58622	inquiry	Please call our customer representatives for service <strong class="target-word">inquiries</strong>.
58623	indication	Uneven printing is an <strong class="target-word">indication</strong> of a technical fault.
58624	manufacturer	The <strong class="target-word">manufacturer</strong> guarantees all its products for up to one year.
58625	compatible	The remote control is <strong class="target-word">compatible</strong> with all models.
58626	superior	The company's latest television is <strong class="target-word">superior</strong> to those on the market today.
58627	absolute	The latest technology keeps production costs to an <strong class="target-word">absolute</strong> minimum.
58628	broaden	The new CEO is <strong class="target-word">broadening</strong> the scope of the company's research.
58629	corrosion	This steel roof is designed to be resistant to <strong class="target-word">corrosion</strong> from the weather.
58630	remotely	Researchers are allowed to work <strong class="target-word">remotely</strong> for up to two days per week.
58631	equipment	The company uses special <strong class="target-word">equipment</strong> to load large crates onto freight trucks.
58632	automate	The production plant will be fully <strong class="target-word">automated</strong> by next year.
58633	specification	The quality control team checks if all items meet product <strong class="target-word">specifications</strong>.
58634	properly	Machinery must be well-maintained to operate <strong class="target-word">properly</strong>.
58635	safety	Factory supervisors prioritize <strong class="target-word">safety</strong> over speed.
58636	precaution	After the accident, the company introduced stricter safety <strong class="target-word">precautions</strong>.
58637	operate	The assembly line <strong class="target-word">operates</strong> round the clock.
58638	processing	Food <strong class="target-word">processing</strong> requires a clean environment.
58639	capacity	The warehouse's <strong class="target-word">capacity</strong> will double after the construction.
58640	capacity	As Ms. Jones was away, Sam acted in her <strong class="target-word">capacity</strong> as president during the meeting.
58641	assemble	Components are manufactured abroad and <strong class="target-word">assembled</strong> domestically.
58642	assemble	The manager <strong class="target-word">assembled</strong> everyone in the department for a meeting.
58643	utilize	The technicians <strong class="target-word">utilized</strong> computer technology to improve processes.
58644	place	The factory supervisor has <strong class="target-word">placed</strong> production operations on standby.
58645	place	The office manager has to <strong class="target-word">place</strong> an order for additional materials immediately.
58646	fill	An attendant <strong class="target-word">filled</strong> the car's tank with gas.
58647	fill	It will take a week to <strong class="target-word">fill</strong> the hotel's order for bed sheets.
58648	manufacturing	The <strong class="target-word">manufacturing</strong> process in the automotive industry has changed with computer advances.
58649	renovate	The packaging area was <strong class="target-word">renovated</strong> to use the space more effectively.
58650	decision	The CEO's <strong class="target-word">decision</strong> was to release the computer in February.
58651	material	The designers selected the <strong class="target-word">material</strong> because of its durability.
58652	success	The company owes its <strong class="target-word">success</strong> to strict quality control.
58653	attribute	Management has <strong class="target-word">attributed</strong> last year's gains to increased development.
58654	efficiency	The consultant suggested measures to improve energy <strong class="target-word">efficiency</strong>.
58655	limit	There is a <strong class="target-word">limit</strong> to the amount of merchandise the factory can make in a day.
58656	tailored	This equipment can be <strong class="target-word">tailored</strong> to the company's production needs.
58657	component	The store returned the defective <strong class="target-word">components</strong> to the manufacturer.
58658	capable	Ferrum Corporation is <strong class="target-word">capable</strong> of processing all kinds of metals.
58659	economize	Hybrid cars are becoming popular because they <strong class="target-word">economize</strong> on fuel.
58660	flexible	Management is more <strong class="target-word">flexible</strong> about granting vacations when business is slow.
58661	flexible	Plastic is a <strong class="target-word">flexible</strong> material that has numerous applications.
58662	comparable	The car's quality standards are <strong class="target-word">comparable</strong> to the industry average.
58663	produce	The new machinery <strong class="target-word">produces</strong> 1,000 units per hour.
58664	respectively	The camera and tablet computer cost $225 and $350 <strong class="target-word">respectively</strong>.
58665	device	The new <strong class="target-word">device</strong> was tested for possible defects.
58666	trim	This mechanism <strong class="target-word">trims</strong> the plastic packaging to make it smaller.
58667	trim	The team <strong class="target-word">trimmed</strong> nearly 20 percent off of current production costs.
58668	launch	Computer programmers fix technical malfunctions before <strong class="target-word">launching</strong> any software.
58669	separately	The cushioning pads are made <strong class="target-word">separately</strong> as each shoe is slightly different.
58670	expiration	The <strong class="target-word">expiration</strong> date is printed on the top of the milk carton.
58671	maneuver	Assembly line workers <strong class="target-word">maneuvered</strong> the machinery into place.
58672	coming	Factory output will double in the <strong class="target-word">coming</strong> year.
58673	damaged	The conveyor belts were <strong class="target-word">damaged</strong> from excessive use.
58674	prevent	Employees are expected to observe safety guidelines to <strong class="target-word">prevent</strong> accidents.
58675	power	The plant was closed for half a business day due to a <strong class="target-word">power</strong> outage.
58676	chemical	Protective gear is needed when working with dangerous <strong class="target-word">chemicals</strong>.
58677	minimize	To <strong class="target-word">minimize</strong> employees' workload, the company upgraded its software.
58786	accidental	<strong class="target-word">accidentally</strong> adv. 우연히
58788	adequate	<strong class="target-word">adequately</strong> adv. 적절히
58793	extinct	<strong class="target-word">extinction</strong> n. 멸종
58823	acclaim	<strong class="target-word">acclaimed</strong> adj. 호평을 받은
58825	represent	<strong class="target-word">representation</strong> n. 대표
58826	represent	<strong class="target-word">representative</strong> n. 대표자
58828	retail	<strong class="target-word">retailer</strong> n. 소매 상인
58982	significant	<strong class="target-word">significantly</strong> adv. 상당히
59026	aggressive	<strong class="target-word">aggressively</strong> adv. 적극적으로
59027	assign	<strong class="target-word">assignment</strong> n. 업무, 과제
59030	contract	<strong class="target-word">contractor</strong> n. 계약자, 하청업체
59032	depend	<strong class="target-word">dependent</strong> adj. 의존하는
59033	depend	<strong class="target-word">dependence</strong> n. 의존
59037	implement	<strong class="target-word">implementation</strong> n. 이행, 실행
59121	earn	<strong class="target-word">earnings</strong> n. 소득, 수익
59122	earn	<strong class="target-word">earn</strong> : gain '얻다'를 의미하는 단어들의 용례 차이를 구별해 두자.
59123	earn	<strong class="target-word">earn</strong> (금전 등을) 벌다, (명성을) 얻다
59128	existing	<strong class="target-word">existing</strong> + equipment/product 기존 설비/제품
59129	exploit	<strong class="target-word">exploitation</strong> n. 착취, (부당한) 이용
59139	preference	meal <strong class="target-word">preference</strong>
59159	participation	<strong class="target-word">participation</strong> : participant
59235	lower	<strong class="target-word">lower</strong> the price
59236	lower	the <strong class="target-word">lower</strong> price
